prime_recipient,sub_recipient,address,county,number,type,sub_amount,spent,tbs
"FINANCE, ALABAMA DEPT OF","LEE, COUNTY OF",PO BOX 666 Opelika AL 36803-0666,AL-LEE,388,GRANT,574992.81,574992.81,0
"FINANCE, ALABAMA DEPT OF",LEEDS CITY SCHOOLS,1404 8th St Leeds AL 35094-2204,AL-JEFFERSON,95,GRANT,545904.69,545904.69,0
"FINANCE, ALABAMA DEPT OF",LEGACY PREP LEARNING ACADEMY LLC,1500 Daniel Payne Dr Birmingham AL 35214-4458,AL-JEFFERSON,365,GRANT,189944,189944,0
"FINANCE, ALABAMA DEPT OF",LENDING HANDS INC,2569 Carters Gin Rd Toney AL 35773-9731,AL-MADISON,255,GRANT,140564.76,140564.76,0
"FINANCE, ALABAMA DEPT OF",LEONARD WEAVER,2098 Highway 55 W Hartselle AL 35640-6133,AL-MORGAN,208,GRANT,50000.00006,50000,0
"FINANCE, ALABAMA DEPT OF",LEXISNEXIS RISK SOLUTIONS INC.,1000 ALDERMAN DR ALPHARETTA GA 30005-4101,GA-FULTON,,DIRECT,197400,197400,0
"FINANCE, ALABAMA DEPT OF","LIBERTY CONSTRUCTION CO., LLC",868 PLANTATION WAY MONTGOMERY AL 36117-2221,AL-MONTGOMERY,,DIRECT,1606456.08,1606456.08,0
"FINANCE, ALABAMA DEPT OF",LIBERTY DESIGN AND CONSTRUCTION,PO BOX 211041 Montgomery AL 36121-1041,AL-MONTGOMERY,,DIRECT,210895.41,210895.41,0
"FINANCE, ALABAMA DEPT OF",LIFE TECHNOLOGIES CORPORATION,5781 VAN ALLEN WAY CARLSBAD CA 92008-7321,CA-SAN DIEGO,,DIRECT,1060678,1060678,0
"FINANCE, ALABAMA DEPT OF",LIIKATCHKA PLANTATION,399 Corcoran Rd Eufaula AL 36027-8112,AL-BARBOUR,209,GRANT,117443.71,117443.71,0
"FINANCE, ALABAMA DEPT OF",LIMESTONE COUNTY COMMISSION,310 W Washington St Athens AL 35611-2561,AL-LIMESTONE,,DIRECT,50988,50988,0
"FINANCE, ALABAMA DEPT OF",LIMESTONE COUNTY COMMISSION,310 W Washington St Athens AL 35611-2561,AL-LIMESTONE,244,GRANT,2692909,2692909,0
"FINANCE, ALABAMA DEPT OF","LINDEN, CITY OF",211 N Main St Linden AL 36748-1541,AL-MARENGO,430,GRANT,72914.5,72914.5,0
"FINANCE, ALABAMA DEPT OF","LINEVILLE, CITY OF",60151 Highway 49 Lineville AL 36266-4794,AL-CLAY,431,GRANT,63188.86,63188.86,0
"FINANCE, ALABAMA DEPT OF","LIVINGSTON, CITY OF",PO BOX W Livingston AL 35470-0408,AL-SUMTER,136,GRANT,116004,116004,0
"FINANCE, ALABAMA DEPT OF",LOCAL GOVERNMENT HEALTH INSURANCE BOARD,PO BOX 304900 Montgomery AL 36130-4900,AL-MONTGOMERY,,DIRECT,7837413.06,7837413.06,0
"FINANCE, ALABAMA DEPT OF","LOGOBRANDERS, INC.",1161 LAGOON BUSINESS LOOP MONTGOMERY AL 36117-8616,AL-MONTGOMERY,,DIRECT,294960.4,294960.4,0
"FINANCE, ALABAMA DEPT OF",LOUALLEN PROCESSING INC,7870 County Road 59 Moulton AL 35650-5237,AL-LAWRENCE,210,GRANT,50000.00006,50000,0
"FINANCE, ALABAMA DEPT OF","LOWNDES, COUNTY OF",205 E Tuskeena St STE A Hayneville AL 36040-2656,AL-LOWNDES,58,GRANT,524453,524453,0
"FINANCE, ALABAMA DEPT OF",LYTLE BAY MEAT COMPANY LLC,PO BOX 369 Geneva AL 36340-0369,AL-GENEVA,211,GRANT,50000.00006,50000,0
"FINANCE, ALABAMA DEPT OF",MACON COUNTY COMMISSION,101 E Rosa Parks Ave Ste 106 Tuskegee AL 36083-1735,AL-MACON,485,GRANT,749623.93,749623.93,0
"FINANCE, ALABAMA DEPT OF",MADISON CITY SCHOOL DISTRICT,211 Celtic Dr Madison AL 35758-1853,AL-MADISON,97,GRANT,1986795,1986795,0
"FINANCE, ALABAMA DEPT OF","MADISON, CITY OF",100 Hughes Rd Madison AL 35758-1110,AL-MADISON,10,GRANT,2460510.6,2460510.6,0
"FINANCE, ALABAMA DEPT OF",MAEF PUBLIC CHARTER SCHOOLS INC,605 Bel Air Blvd Mobile AL 36606-3514,AL-MOBILE,366,GRANT,240170.92,240170.92,0
"FINANCE, ALABAMA DEPT OF",MARBLE CITY MEATS LLC,514 Odena Rd N Sylacauga AL 35150-6206,AL-TALLADEGA,212,GRANT,50000.00006,50000,0
"FINANCE, ALABAMA DEPT OF","MARENGO, COUNTY OF",101 E Coats Ave Ste 102 Linden AL 36748-1524,AL-MARENGO,486,GRANT,272033.42,272033.42,0
"FINANCE, ALABAMA DEPT OF",MARION COUNTY BOARD EDUCATION,188 Winchester Dr Hamilton AL 35570-6626,AL-MARION,326,GRANT,804302,804302,0
"FINANCE, ALABAMA DEPT OF",MARION COUNTY COMMISSION,119 Military St N Hamilton AL 35570-3000,AL-MARION,,DIRECT,178332,178332,0
"FINANCE, ALABAMA DEPT OF",MARION COUNTY COMMISSION,119 Military St N Hamilton AL 35570-3000,AL-MARION,487,GRANT,948441.98,948441.98,0
"FINANCE, ALABAMA DEPT OF",MARK BOSWELL,5731 Firestone Ct Sarasota FL 34238-5746,FL-SARASOTA,,DIRECT,3442500,3442500,0
"FINANCE, ALABAMA DEPT OF",MARSHALL COUNTY COMMISSION,424 Blount Ave Ste 305 Guntersville AL 35976-1122,AL-MARSHALL,,DIRECT,350084,350084,0
"FINANCE, ALABAMA DEPT OF",MARSHALL COUNTY COMMISSION,424 Blount Ave Ste 305 Guntersville AL 35976-1122,AL-MARSHALL,245,GRANT,2107837.52,2107837.52,0
"FINANCE, ALABAMA DEPT OF",MAX BARKLEY JR,101 County Road 530 Scottsboro AL 35768-6955,AL-JACKSON,213,GRANT,285618,285618,0
"FINANCE, ALABAMA DEPT OF",MAYHALL SERVICE GROUP INC,3654 HALLS MILL RD MOBILE AL 36693-5604,AL-MOBILE,,DIRECT,441101.18,441101.18,0
"FINANCE, ALABAMA DEPT OF",MCKESSON MEDICAL-SURGICAL INC.,9954 MAYLAND DR STE 4000 RICHMOND VA 23233-1484,VA-HENRICO,,DIRECT,2757069.49,2757069.49,0
"FINANCE, ALABAMA DEPT OF",MEDIACOM SOUTHEAST LLC,1613 Nantahala Beach Rd Gulf Breeze FL 32563-8944,FL-SANTA ROSA,15,CONTRACT,2247904,2247904,0
"FINANCE, ALABAMA DEPT OF",MEDICAL BUYERS GROUP,4154 Silver Peak Pkwy SUITE B Suwanee GA 30024-6702,GA-GWINNETT,,DIRECT,350000,350000,0
"FINANCE, ALABAMA DEPT OF",MENTAL HEALTH BOARD OF BIBB PICKENS TUSCALOOSA COUNTY,PO BOX 2190 Tuscaloosa AL 35403-2190,AL-TUSCALOOSA,256,GRANT,74656.17,74656.17,0
"FINANCE, ALABAMA DEPT OF",MICHAEL R RATLIFF,4445 County Road 15 Maplesville AL 36750-2609,AL-CHILTON,214,GRANT,50000.00006,50000,0
"FINANCE, ALABAMA DEPT OF",MIDFIELD CITY SCHOOL SYSTEMS,417 Parkwood St Midfield AL 35228-2230,AL-JEFFERSON,328,GRANT,405357,405357,0
"FINANCE, ALABAMA DEPT OF","MILES COLLEGE, INC.",5500 Myron Massey Blvd Fairfield AL 35064-2621,AL-JEFFERSON,497,GRANT,1017458.01,1017458.01,0
"FINANCE, ALABAMA DEPT OF","MILLBROOK, CITY OF",3390 Main St Millbrook AL 36054-3219,AL-ELMORE,433,GRANT,481612.15,481612.15,0
"FINANCE, ALABAMA DEPT OF",MOBILE COUNTY HEALTH DEPARTMENT,PO BOX 2867 Mobile AL 36652-2867,AL-MOBILE,,DIRECT,605666.35,605666.35,0
"FINANCE, ALABAMA DEPT OF","MOBILE, CITY OF",701 Saint Francis St Mobile AL 36602-1818,AL-MOBILE,434,GRANT,7823200.12,7823200.12,0
"FINANCE, ALABAMA DEPT OF","MOBILE, COUNTY OF",205 GOVERNMENT STREET MOBILE AL 36644-0001,AL-MOBILE,,DIRECT,818776,818776,0
"FINANCE, ALABAMA DEPT OF","MOBILE, COUNTY OF",205 Government St Mobile AL 36644-0001,AL-MOBILE,8,GRANT,7979399.04,7979399.04,0
"FINANCE, ALABAMA DEPT OF","MOFFITT TECHNOLOGY, INC.",123 MEDICAL CENTER DR PRATTVILLE AL 36066-7279,AL-AUTAUGA,,DIRECT,137757.36,137757.36,0
"FINANCE, ALABAMA DEPT OF",MONROE COUNTY BOARD OF EDUCATION,109 Pickens St Monroeville AL 36460-1915,AL-MONROE,77,GRANT,889608,889608,0
"FINANCE, ALABAMA DEPT OF","MONROE, COUNTY OF",65 N Alabama Ave STE 224 Monroeville AL 36460-1809,AL-MONROE,55,GRANT,787458.61,787458.61,0
"FINANCE, ALABAMA DEPT OF","MONROEVILLE, CITY OF",125 E Claiborne St Monroeville AL 36460-1803,AL-MONROE,23,GRANT,282128.5,282128.5,0
"FINANCE, ALABAMA DEPT OF","MONTEVALLO, CITY OF",541 Main St Montevallo AL 35115-4044,AL-SHELBY,435,GRANT,109829.56,109829.56,0
"FINANCE, ALABAMA DEPT OF","MONTGOMERY AREA MENTAL HEALTH AUTHORITY, INC.",2140 Upper Wetumpka Rd Montgomery AL 36107-1342,AL-MONTGOMERY,113,GRANT,57338.42,57338.42,0
"FINANCE, ALABAMA DEPT OF",MONTGOMERY COUNTY SHERIFF'S OFFICE,115 S Perry St Montgomery AL 36104-4243,AL-MONTGOMERY,,DIRECT,4099200,4099200,0
"FINANCE, ALABAMA DEPT OF",MONTGOMERY TECHNOLOGY SYSTEMS,23 Old Stage Rd Greenville AL 36037-8689,AL-BUTLER,,DIRECT,259732.14,259732.14,0
"FINANCE, ALABAMA DEPT OF","MONTGOMERY, CITY OF",103 N Perry St Montgomery AL 36104-3728,AL-MONTGOMERY,17,GRANT,9359541,9359541,0
"FINANCE, ALABAMA DEPT OF","MONTGOMERY, COUNTY OF",100 S Lawrence St Montgomery AL 36104-4209,AL-MONTGOMERY,246,GRANT,5935478,5935478,0
"FINANCE, ALABAMA DEPT OF","MOODY, CITY OF",670 Park Ave Moody AL 35004-3229,AL-ST. CLAIR,137,GRANT,60172.82,60172.82,0
"FINANCE, ALABAMA DEPT OF",MORGAN COUNTY COMMISSION,PO BOX 668 Decatur AL 35602-0668,AL-MORGAN,,DIRECT,1178802.75,1178802.75,0
"FINANCE, ALABAMA DEPT OF",MORGAN COUNTY COMMISSION,PO BOX 668 Decatur AL 35602-0668,AL-MORGAN,390,GRANT,3149977.19,3149977.19,0
"FINANCE, ALABAMA DEPT OF","MSC INDUSTRIAL DIRECT CO., INC.",75 MAXESS RD MELVILLE NY 11747-3151,NY-SUFFOLK,,DIRECT,98043.16,98043.16,0
"FINANCE, ALABAMA DEPT OF",MULLEK FARMS,25360 Baldwin Beach Express Robertsdale AL 36567-4123,AL-BALDWIN,215,GRANT,52247.35,52247.35,0
"FINANCE, ALABAMA DEPT OF",MULTIPLE RECIPIENTS,100 N UNION STREET #220 MONTGOMERY AL 36104-3719,AL-MONTGOMERY,,CONTRACT_AGGREGATE,1684250.04,1684250.04,0
"FINANCE, ALABAMA DEPT OF",MULTIPLE RECIPIENTS,100 N UNION STREET #220 MONTGOMERY AL 36104-3719,AL-MONTGOMERY,,DIRECT_AGGREGATE,13695431.63,13695431.63,0
"FINANCE, ALABAMA DEPT OF",MULTIPLE RECIPIENTS,100 N UNION STREET #220 MONTGOMERY AL 36104-3719,AL-MONTGOMERY,,GRANT_AGGREGATE,375477243.5,375477243.5,0
"FINANCE, ALABAMA DEPT OF",MULTIPLE RECIPIENTS,100 N UNION STREET #220 MONTGOMERY AL 36104-3719,AL-MONTGOMERY,,INDIVIDUAL,469639076.4,469639076.4,0
"FINANCE, ALABAMA DEPT OF","MUSCLE SHOALS, CITY OF",2010 Avalon Ave Muscle Shoals AL 35661-3125,AL-COLBERT,436,GRANT,92337.76,92337.76,0
"FINANCE, ALABAMA DEPT OF",NATIONAL BANK PRODUCTS,6100 Lakeview Rd Warner Robins GA 31088-8724,GA-HOUSTON,,DIRECT,279957.31,279957.31,0
"FINANCE, ALABAMA DEPT OF",NCH CORPORATION,2727 CHEMSEARCH BLVD IRVING TX 75062-6454,TX-DALLAS,,DIRECT,192467,192467,0
"FINANCE, ALABAMA DEPT OF",NEW HOPE TELEPHONE COOPERATIVE,5415 Main Dr New Hope AL 35760-9758,AL-MADISON,16,CONTRACT,52667.12,52667.12,0
"FINANCE, ALABAMA DEPT OF","NEW HOPE, CITY OF",5496 Main Dr New Hope AL 35760-8608,AL-MADISON,39,GRANT,89199.34,89199.34,0
"FINANCE, ALABAMA DEPT OF",NEWBY FARMS,18401 Al Highway 251 Athens AL 35613-4629,AL-LIMESTONE,216,GRANT,229624,229624,0
"FINANCE, ALABAMA DEPT OF",NORRIS CUSTOM MEAT,11977 Obie Ln Florala AL 36442-7611,AL-COVINGTON,217,GRANT,50000.00006,50000,0
"FINANCE, ALABAMA DEPT OF",NORTH ALABAMA ELECTRIC COOPERATIVE,41103 US Highway 72 Stevenson AL 35772-4560,AL-JACKSON,17,CONTRACT,77701,77701,0
"FINANCE, ALABAMA DEPT OF","NORTH COURTLAND, CITY OF",12316 Jessie Jackson Pkwy Courtland AL 35618-3120,AL-LAWRENCE,138,GRANT,54268,54268,0
"FINANCE, ALABAMA DEPT OF","NORTHLAND CABLE TELEVISION, INC.",4 International Dr Ste 320 Port Chester NY 10573-1065,NY-WESTCHESTER,18,CONTRACT,53485.4,53485.4,0
"FINANCE, ALABAMA DEPT OF","NORTHPORT, CITY OF",3500 Mcfarland Blvd Northport AL 35476-3181,AL-TUSCALOOSA,33,GRANT,644131.91,644131.91,0
"FINANCE, ALABAMA DEPT OF",NOT YET AVAILABLE FOR PUBLIC DISPLAY,,,,,6174456.31,,6174456.31
"FINANCE, ALABAMA DEPT OF",NRP RESTORATION LLC,PO BOX 1616 Scottsboro AL 35768-6116,AL-JACKSON,,DIRECT,266755,266755,0
"FINANCE, ALABAMA DEPT OF",NTT DATA INC.,7950 LEGACY DR STE 900 PLANO TX 75024-4110,TX-COLLIN,,DIRECT,2663272.24,2663272.24,0
"FINANCE, ALABAMA DEPT OF",OAKWOOD UNIVERSITY,8053 Oakwood Road Huntsville AL 35896-0001,AL-MADISON,503,GRANT,640649.42,640649.42,0
"FINANCE, ALABAMA DEPT OF","OFFICE OF INFORMATION TECHNOLOGY, STATE OF ALABAMA",64 N UNION ST STE 200 MONTGOMERY AL 36130-3020,AL-MONTGOMERY,,DIRECT,162629.51,162629.51,0
"FINANCE, ALABAMA DEPT OF",ONEONTA CITY SCHOOLS,27605 State Highway 75 Oneonta AL 35121-3228,AL-BLOUNT,98,GRANT,406159.07,406159.07,0
"FINANCE, ALABAMA DEPT OF","ONEONTA, CITY OF",308 2nd St N Oneonta AL 35121-1738,AL-BLOUNT,139,GRANT,335475,335475,0
"FINANCE, ALABAMA DEPT OF",OPELIKA CITY SCHOOLS,300 Simmons St Opelika AL 36801-5647,AL-LEE,78,GRANT,932817.56,932817.56,0
"FINANCE, ALABAMA DEPT OF","OPELIKA, CITY OF",204 S 7th St Opelika AL 36801-4904,AL-LEE,140,GRANT,1463250.71,1463250.71,0
"FINANCE, ALABAMA DEPT OF",OPP CITY SCHOOL DISTRICT,305 E Stewart Ave Opp AL 36467-2228,AL-COVINGTON,99,GRANT,423828.32,423828.32,0
"FINANCE, ALABAMA DEPT OF","OPP, CITY OF",101 N Main St Opp AL 36467-2063,AL-COVINGTON,438,GRANT,182695.95,182695.95,0
"FINANCE, ALABAMA DEPT OF","OPTUMRX, INC.",1600 Mcconnor Pkwy Schaumburg IL 60173-6801,,,DIRECT,1725584,1725584,0
"FINANCE, ALABAMA DEPT OF","ORANGE BEACH, CITY OF",4099 Orange Beach Blvd Orange Beach AL 36561-3495,AL-BALDWIN,21,GRANT,319330.79,319330.79,0
"FINANCE, ALABAMA DEPT OF",OTELCO INC,505 3rd Ave E Oneonta AL 35121-1557,AL-BLOUNT,19,CONTRACT,361738.85,361738.85,0
"FINANCE, ALABAMA DEPT OF",OZARK CITY BOARD OF EDUCATION,800 N US Highway 231 Ozark AL 36360-3001,AL-DALE,367,GRANT,589412,589412,0
"FINANCE, ALABAMA DEPT OF","OZARK, CITY OF",275 N Union Ave Ozark AL 36360-1401,AL-DALE,141,GRANT,150551.56,150551.56,0
"FINANCE, ALABAMA DEPT OF",PARKMAN CATTLE COMPANY INC,14134 Troy Hwy Mathews AL 36052-4320,AL-MONTGOMERY,218,GRANT,249206,249206,0
"FINANCE, ALABAMA DEPT OF",PARKMAN LIVESTOCK INC,5610 Trotman Dr Montgomery AL 36116-6045,AL-MONTGOMERY,219,GRANT,285013,285013,0
"FINANCE, ALABAMA DEPT OF",PARTLOW CATFISH LLC,12 Central Highlands Tuscaloosa AL 35404-2913,AL-TUSCALOOSA,178,GRANT,67536.56,67536.56,0
"FINANCE, ALABAMA DEPT OF",PEARCE CATFISH FARM INC,11700 Al Highway 5 Marion Junction AL 36759-4200,AL-DALLAS,220,GRANT,392000,392000,0
"FINANCE, ALABAMA DEPT OF",PELHAM CITY BOARD OF EDUCATION,3160 Pelham Pkwy Pelham AL 35124-2029,AL-SHELBY,268,GRANT,742854.04,742854.04,0
"FINANCE, ALABAMA DEPT OF","PELHAM, CITY OF",3162 Pelham Pkwy Pelham AL 35124-2029,AL-SHELBY,43,GRANT,1133796.91,1133796.91,0
"FINANCE, ALABAMA DEPT OF","PELL CITY, CITY OF",1905 1st Ave N Pell City AL 35125-1663,AL-ST. CLAIR,15,GRANT,688011.4,688011.4,0
"FINANCE, ALABAMA DEPT OF",PENALA FARMS LLLP,13321 Sumter 20 Epes AL 35460-3125,AL-SUMTER,179,GRANT,90216.8,90216.8,0
"FINANCE, ALABAMA DEPT OF",PERKINELMER HEALTH SCIENCES,13633 Collections Center Drive Chicago IL 60693-0001,IL-COOK,,DIRECT,53535.8,53535.8,0
"FINANCE, ALABAMA DEPT OF","PERRY, COUNTY OF",300 Washington St Marion AL 36756-2336,AL-PERRY,247,GRANT,221827.97,221827.97,0
"FINANCE, ALABAMA DEPT OF",PHILLIP LEE CROWE,66 County Road 845 Henagar AL 35978-3361,AL-DEKALB,221,GRANT,50000.00005,50000,0
"FINANCE, ALABAMA DEPT OF","PICKENS, COUNTY OF",20 Phoenix Ave Rm 102 Carrollton AL 35447-2352,AL-PICKENS,391,GRANT,797108,797108,0
"FINANCE, ALABAMA DEPT OF","PIEDMONT, CITY OF",109 N Center Ave Piedmont AL 36272-2013,AL-CALHOUN,441,GRANT,117384.67,117384.67,0
"FINANCE, ALABAMA DEPT OF",PIKE ROAD BOARD OF EDUCATION,500 Avenue Of Learning St Pike Road AL 36064-3052,AL-MONTGOMERY,79,GRANT,598410,598410,0
"FINANCE, ALABAMA DEPT OF","PIKE, COUNTY OF",900 S FRANKLIN DR TROY AL 36081-3812,AL-PIKE,,DIRECT,61040.00004,61040,0
"FINANCE, ALABAMA DEPT OF","PIKE, COUNTY OF",900 S Franklin Dr Troy AL 36081-3812,AL-PIKE,248,GRANT,180150.63,180150.63,0
"FINANCE, ALABAMA DEPT OF",PINE BELT CELLULAR INC,3984 County Road 32 Arlington AL 36722-1105,AL-WILCOX,20,CONTRACT,987015,987015,0
"FINANCE, ALABAMA DEPT OF","PINNACLE NETWORX, LIMITED LIABILITY COMPANY",73888 TALLASSEE HWY WETUMPKA AL 36092-7308,AL-ELMORE,,DIRECT,555934.96,555934.96,0
"FINANCE, ALABAMA DEPT OF",PITNEY BOWES INCORPORATED,PO BOX 856390 Louisville KY 40285-6390,KY-JEFFERSON,,DIRECT,221634.86,221634.86,0
"FINANCE, ALABAMA DEPT OF",POSEY FARMS,1020 County Road 274 Town Creek AL 35672-4018,AL-LAWRENCE,222,GRANT,63507.49,63507.49,0
"FINANCE, ALABAMA DEPT OF",POSTMASTER MONTGOMERY,6701 Winton Blount Blvd Montgomery AL 36119-2500,AL-MONTGOMERY,,DIRECT,1935000,1935000,0
"FINANCE, ALABAMA DEPT OF","PRATTVILLE, CITY OF",101 W Main St Prattville AL 36067-3033,AL-AUTAUGA,142,GRANT,1703275,1703275,0
"FINANCE, ALABAMA DEPT OF",PRESIDING CIRCUIT JUDGES ADMIN FUN 28TJ JUD CIRCUIT,312 Courthouse Sq STE 22 Bay Minette AL 36507-4809,AL-BALDWIN,,DIRECT,142899.09,142899.09,0
"FINANCE, ALABAMA DEPT OF","PRICHARD, ALABAMA CITY OF",216 E Prichard Ave Prichard AL 36610-3931,AL-MOBILE,16,GRANT,1016421.9,1016421.9,0
"FINANCE, ALABAMA DEPT OF",PRIORITY SOLDIER INC,420 20th St N Ste 2200 Birmingham AL 35203-3261,AL-JEFFERSON,172,GRANT,1849172.91,1849172.91,0
"FINANCE, ALABAMA DEPT OF",PROTEK LLC,5669 Elmore Rd Elmore AL 36025-1605,AL-ELMORE,,DIRECT,63590.45,63590.45,0
"FINANCE, ALABAMA DEPT OF","PUBLIC HEALTH, ALABAMA DEPARTMENT OF",201 MONROE ST SUITE 1150 MONTGOMERY AL 36104-3714,AL-MONTGOMERY,,DIRECT,133493.84,133493.84,0
"FINANCE, ALABAMA DEPT OF","RAGLAND, TOWN OF",220 Fredia St Ste 102 Ragland AL 35131-3438,AL-ST. CLAIR,6,GRANT,70850.81,70850.81,0
"FINANCE, ALABAMA DEPT OF","RAINBOW CITY, CITY OF",3700 Rainbow Dr Rainbow City AL 35906-6324,AL-ETOWAH,35,GRANT,475770.86,475770.86,0
"FINANCE, ALABAMA DEPT OF","RAINSVILLE, TOWN OF",70 Mccurdy Ave N Rainsville AL 35986-4465,AL-DEKALB,7,GRANT,265817.04,265817.04,0
"FINANCE, ALABAMA DEPT OF",RANDOLPH COUNTY SCHOOL SYSTEM,182 Circle Dr Wedowee AL 36278-4601,AL-RANDOLPH,101,GRANT,613173,613173,0
"FINANCE, ALABAMA DEPT OF","RANDOLPH, COUNTY OF",1307 Main St S Wedowee AL 36278-7173,AL-RANDOLPH,488,GRANT,327289.8,327289.8,0
"FINANCE, ALABAMA DEPT OF","RED BUD SUPPLY, INC",4 Sun Air Dr Belmont MS 38827-9725,MS-TISHOMINGO,,DIRECT,74488.81,74488.81,0
"FINANCE, ALABAMA DEPT OF",REGIONS BANK,1900 5TH AVE N BIRMINGHAM AL 35203-2610,AL-JEFFERSON,,DIRECT,188948.88,188948.88,0
"FINANCE, ALABAMA DEPT OF",RHONDA BLOCKER,260 Taylor Denton Ln Harvest AL 35749-9179,AL-MADISON,264,GRANT,80000.00004,80000,0
"FINANCE, ALABAMA DEPT OF",RIDMOLD LLC,3604 FERNANDINA RD # 201 COLUMBIA SC 29210-5221,SC-LEXINGTON,,DIRECT,476207.6,476207.6,0
"FINANCE, ALABAMA DEPT OF","RIVERSIDE TECHNOLOGIES, INC.",105 GATEWY DR NORTH SIOUX CITY SD 57049-5405,SD-UNION,,DIRECT,706508.4,706508.4,0
"FINANCE, ALABAMA DEPT OF",RM GREENE INC,2400 Sportsman Dr Phenix City AL 36867-5435,AL-RUSSELL,21,CONTRACT,525811,525811,0
"FINANCE, ALABAMA DEPT OF",ROANOKE PROCESSING COMPANY LLC,1004 Chestnut St Roanoke AL 36274-7220,AL-RANDOLPH,223,GRANT,50000.00005,50000,0
"FINANCE, ALABAMA DEPT OF","ROANOKE, CITY OF",139 Chestnut St Roanoke AL 36274-1301,AL-RANDOLPH,143,GRANT,304130,304130,0
"FINANCE, ALABAMA DEPT OF",ROBERT HEREFORD FARMS,668 Butler Mill Rd Woodville AL 35776-9508,AL-MADISON,224,GRANT,55117.15,55117.15,0
"FINANCE, ALABAMA DEPT OF",RR PARTNERS LLC,PO BOX 49 Micanopy FL 32667-0049,FL-ALACHUA,,DIRECT,245487,245487,0
"FINANCE, ALABAMA DEPT OF",RSA BUILDING EXPENSE FUND,PO BOX 302150 Montgomery AL 36130-2150,AL-MONTGOMERY,,DIRECT,664151.12,664151.12,0
"FINANCE, ALABAMA DEPT OF",RUSSELL COUNTY SHERIFF DEPT,305 Prentiss Dr Phenix City AL 36869-7249,AL-RUSSELL,,DIRECT,62888,62888,0
"FINANCE, ALABAMA DEPT OF","RUSSELL, COUNTY OF",PO BOX 969 Phenix City AL 36868-0969,AL-RUSSELL,392,GRANT,1085239.76,1085239.76,0
"FINANCE, ALABAMA DEPT OF","SAFETREEPPE, LLC",22314 Flintridge Dr Brookeville MD 20833-1239,MD-MONTGOMERY,,DIRECT,903763.8,903763.8,0
"FINANCE, ALABAMA DEPT OF",SAMFORD UNIVERSITY,800 Lakeshore Dr Birmingham AL 35229-0001,AL-JEFFERSON,504,GRANT,6709854.13,6709854.13,0
"FINANCE, ALABAMA DEPT OF","SAMSON, CITY OF",104 E Main St Samson AL 36477-1218,AL-GENEVA,3,GRANT,104311.47,104311.47,0
"FINANCE, ALABAMA DEPT OF",SARALAND CITY BOARD OF EDUCATION,4010 Lil Spartan Dr Saraland AL 36571-4701,AL-MOBILE,342,GRANT,762874,762874,0
"FINANCE, ALABAMA DEPT OF","SARALAND, CITY OF",943 Saraland Blvd S Saraland AL 36571-3608,AL-MOBILE,28,GRANT,568233.58,568233.58,0
"FINANCE, ALABAMA DEPT OF",SARDIS CITY,1335 Sardis Dr Boaz AL 35956-2862,AL-ETOWAH,42,GRANT,77749.17,77749.17,0
"FINANCE, ALABAMA DEPT OF",SARRELL REGIONAL DENTAL CENTER FOR PUBLIC HEALTH INC,230 E 10th St Ste 106 Anniston AL 36207-5771,AL-CALHOUN,173,GRANT,104722,104722,0
"FINANCE, ALABAMA DEPT OF","SATSUMA, CITY OF",5464 Old Highway 43 Satsuma AL 36572-2123,AL-MOBILE,26,GRANT,309464.36,309464.36,0
"FINANCE, ALABAMA DEPT OF",SCOTTSBORO CITY SCHOOL DISTRICT,305 S Scott St STE 21 Scottsboro AL 35768-1962,AL-JACKSON,102,GRANT,585688.96,585688.96,0
"FINANCE, ALABAMA DEPT OF","SCOTTSBORO, CITY OF",316 S Broad St Scottsboro AL 35768-1733,AL-JACKSON,144,GRANT,401148.46,401148.46,0
"FINANCE, ALABAMA DEPT OF","SECURITAS SECURITY SERVICES USA, INC.",1055 WILSHIRE BLVD STE 1600 LOS ANGELES CA 90017-2499,CA-LOS ANGELES,,DIRECT,332272.15,332272.15,0
"FINANCE, ALABAMA DEPT OF","SECURITY SERVICES, LLC",135 S Dalton St Slocomb AL 36375-5483,AL-GENEVA,,DIRECT,518582.07,518582.07,0
"FINANCE, ALABAMA DEPT OF",SELMA UNIVERSITY,1501 Lapsley St Selma AL 36701-5232,AL-DALLAS,505,GRANT,111841.7,111841.7,0
"FINANCE, ALABAMA DEPT OF","SELMA, CITY OF",222 Broad St Selma AL 36701-4540,AL-DALLAS,32,GRANT,777193.45,777193.45,0
"FINANCE, ALABAMA DEPT OF",SERVPRO OF CENTRAL HUNTSVILLE,PO BOX 2904 Huntsville AL 35804-2904,AL-MADISON,,DIRECT,185380.5,185380.5,0
"FINANCE, ALABAMA DEPT OF",SHELBY COUNTY BOARD OF EDUCATION,PO BOX 1910 Columbiana AL 35051-1910,AL-SHELBY,368,GRANT,3814893.5,3814893.5,0
"FINANCE, ALABAMA DEPT OF",SHELBY COUNTY COMMISSION,200 W College St Columbiana AL 35051-9702,AL-SHELBY,,DIRECT,729568,729568,0
"FINANCE, ALABAMA DEPT OF",SHELBY COUNTY COMMISSION,200 W College St Columbiana AL 35051-9702,AL-SHELBY,393,GRANT,5663761,5663761,0
"FINANCE, ALABAMA DEPT OF",SHERIFF AUTAUGA COUNTY,162 W 4th St Prattville AL 36067-3012,AL-AUTAUGA,,DIRECT,186004,186004,0
